112805	Aznar denies Iraq link  defends role in wake of Madrid bombings MADRID (AFP) - Former Spanish prime minister Jose Maria Aznar rejected the idea that the Madrid train bombings stemmed from his backing for the war in Iraq and told a parliamentary inquiry into the attacks that terrorist groups were inextricably linked.	3	World
114074	Malaysia Airlines Herald Sun Tour of Provincial Victoria - 2.3 and exciting - days on this year #39;s Malaysia Airlines Herald Sun Tour of Provincial Victoria  the lead has swapped hands again  with Bicycle Superstore teammates 	2	Sports
32768	Finally  green signal to Kyoto A GOOD news for environmentalists and all those who love Mother Earth came yesterday with Russia formally declaring that it has ratified the Kyoto protocol.	3	World
25146	Delta fare plan now seems fair Delta Air Lines #39; decision to reduce fares out of Cincinnati/Northern Kentucky International Airport is good news for the region  but the key will be whether the airline is committed to sustaining the reasonable rates. 	0	Business
115685	AGASSI BACK ON TRACK Top seed Andre Agassi began the quest for his second title of year with a comfortable victory in the first round of the Stockholm Open.	2	Sports
99691	Fairchild Sales Not as Bad as Had Thought  NEW YORK (Reuters) - Fairchild Semiconductor International  Inc. on Wednesday said it now expects fourth-quarter sales to  be down about 5 percent from the third quarter  compared with  its previous forecast for a drop of 5 percent to 10 percent.	0	Business
18679	Music fans sound off RealNetworks Inc. urged digital-music lovers yesterday to stand up for their freedom of choice. They responded by exercising their freedom of speech -- much to the company #39;s chagrin. 	1	Sci/Tech
4878	All Options Open for OPEC Meeting - Iran  TEHRAN (Reuters) - All options  including cutting quotas   are up for discussion when OPEC ministers meet in Cairo this  week to plan their response to a sharp fall in prices  Iran's  Oil Minister Bijan Zanganeh said Monday.	0	Business
100290	Deion Sanders Returns to NFL With Ravens (AP) AP - After three seasons away from the NFL  Deion Sanders signed with the Baltimore Ravens on Tuesday.	2	Sports
70112	Haitian death toll rises to 1 500 Relief supplies are reaching Port-au-Prince but are slow to reach hardest-hit Gonaives. A man tries to hang on to a sack of rice he apparently swiped from a truck near Gonaives.	3	World
85941	Crude Oil Jumps to Record on Concern Over Low US Supplies Crude oil prices surged to a record in New York and London on concern that hurricane damage to production platforms in the Gulf of Mexico will keep supplies from rising enough to meet winter needs.	0	Business
110174	Microsoft sets date for Longhorn Microsoft has announced that start shipping its next version of its Windows operating system in 2006. However to meet the new tight deadline a number of technical innovations will have to be dropped from the OS.	1	Sci/Tech
50668	Online Consumers Happiest With Google In a study  the now-public search engine out-ranks Yahoo  others in customer satisfaction. August 23  2004 -- A new study says that Americans are increasingly satisfied by the results hauled in by their online 	1	Sci/Tech
92452	Indian weightlifting federation banned temporarily : The Weightlifting Federation of India has been  quot;temporarily banned quot; from competition pending a decision by the sport #39;s international regulators  officials said on Thursday.	2	Sports
58352	Nintendo boss slams PSP as DS shipment target is raised Sony #39;s forthcoming PlayStation Portable handheld will fail to attract newcomers to gaming  according to Nintendo president Satoru Iwata  whose comments come as shipment targets for the DS are raised once again.	1	Sci/Tech
53740	Patriots Beat Jets  Extend Streak to 21 (AP) AP - Rodney Harrison broke up a fourth-down pass from Chad Pennington with 2:14 remaining  and the New England Patriots held on to extend their NFL victory streak to 21 games in a 13-7 win over the AFC East rival New York Jets.	2	Sports
19512	CA adds antivirus  antispyware to Cisco NAC program Computer Associates International Inc. (CA) said on Wednesday that it was joining a Cisco Systems Inc. program to harden enterprise networks against attacks by enforcing security policies on computer hosts that attempt to access network resources  the company said in a statement.	1	Sci/Tech
18594	Suffocation cited in most deaths At least 84 Muslim protesters died  mostly from suffocation so severe their eyes bled  after being arrested and locked in army trucks following clashes with security forces in the south  officials said yesterday.	3	World
69263	Prosecutor to drop rape charge against Kobe Bryant Prosecutors in the Kobe Bryant rape case will ask a judge on Wednesday to drop the rape charge against the basketball player  a source close to the case said.	2	Sports
37260	Minsheng sells stake to Temasek BEIJING  Nov. 22 (Xinhuaent) -- China #39;s first private lender  Minsheng Bank  has won regulatory approval to sell a 4.55 percent stake to a Singapore government firm  clearing the final hurdle for the investment in a fast-opening financial arena.	0	Business
21579	TI chip brings TV direct to the handset Thanks to a new chip Texas Instruments Inc. is developing  your favorite TV show someday will come to the cell phone nearest to you.	1	Sci/Tech
16730	Italian Women Said Dead in Iraq  UK Hostage Pleads  BAGHDAD (Reuters) - Two Italian women aid workers were  reported killed in Iraq and a British hostage pleaded for his  life after the killing of two Americans  as the latest hostage  crisis put pressure on governments with troops in Iraq.	3	World
46341	Day one goes to rain  Australia A match that assumed grave importance for India as a face saver of sorts has been cut short due to rain. The day was marked by rain and more rain and the only time the umpires decided to start play led to 	2	Sports
19694	Body resembling Japanese captive found A body resembling a Japanese captive has been found in Iraq and is being shipped to Qatar for identification  Japanese officials have said.	3	World
62411	And the winner is  SpaceShipOne SpaceShipOne #39;s successful flights did more than win \$10 million - they proved to the world that space is open for all humanity.	1	Sci/Tech
36907	Anwar awaits key court decision Malaysia #39;s former Deputy Prime Minister Anwar Ibrahim is expected to find out on Wednesday whether he can return immediately to active politics.	3	World
20714	 #39;Wayne Rooney era begins at Manchester United #39; Manchester United Manager Alex Ferguson  calls him the best English player in the last 30 years  and he #39;s expected to debut for the club tomorrow in its Champions League match at Old Trafford against Turkey #39;s Fenerbahce.	2	Sports
62539	U.S. Women Win Third Consecutive Basketball Gold  ATHENS (Reuters) - The U.S. women took their third  consecutive gold medal in Olympic basketball Saturday  breaking  open a close game in the fourth quarter to beat Australia  74-63.	2	Sports
96321	Looking for a 10 NASA will test its latest jet-powered aircraft for the final time next week  aiming to set a world record by flying at 10 times the speed of sound.	1	Sci/Tech
66728	Crisis Over  Afghanistan Heads for Vote Count (Reuters) Reuters - With a threatened boycott its historic\presidential election firmly relegated to the background \Afghanistan took first steps on Tuesday to begin counting\votes.	3	World
12612	DR Horton Net Profit Jumps in 4Q Home builder DR Horton Inc. said Wednesday that fourth-quarter net income surged 52 percent on improved results in all its markets.	0	Business
14458	Islamist group in Iraq claims killing of Italian hostage: TV DUBAI (AFP) - An Italian hostage identified as Salvatore Santoro has been killed by an Islamist group in Iraq  Al-Jazeera television said quoting a statement from the group and showing footage of the man.	3	World
66993	Middlebury poised to continue Division 3 dominance Middlebury has had a stranglehold on the NESCAC men's hockey championship since its inception five years ago. Last year  the Panthers won their fourth NESCAC title en route to their sixth NCAA Division 3 championship. Prolific scorer and national player of the year Kevin Cooper was the catalyst in Middlebury's 27-win season  a school record.	2	Sports
84844	Memory Chip Maker Hynix Accused of \$1.75B Fraud Hynix used such deceptive accounting methods as substituting expenses with assets under construction from 1996  the Financial Supervisory Service says.	0	Business
94141	Turkey ups the stakes in diplomatic battle over EU bid ANKARA  Dec 15 (AFP) - Raising its tone on the eve of a critical summit  Turkey warned the European Union Wednesday that it would not hesitate to give up its 40-year dream of joining the bloc if it is offered a status falling short of full membership.	3	World
42316	Workers weigh grocery concessions About 150 union workers at three grocery chains today debated whether to offer their employers more concessions  two days before a contract extension was to expire.	0	Business
42813	Managing Credit Cards Intelligently Take advantage of cards instead of it being the other way around.	0	Business
13039	Dodgers Slay Giants in Crunch Pennant Game  SAN FRANCISCO (Reuters) - The Los Angeles Dodgers opened up  a 2 1/2 game lead in the National League West pennant race with  a 7-4 victory over title rivals the San Francisco Giants  Sunday.	2	Sports
27685	Experts deny ET signal report Scientists move swiftly to quash reports that a possible contact has been received from  extraterrestrial life.	1	Sci/Tech
96821	FTC Filing Targets Malicious Spyware FTC Filing Targets Malicious Spyware\\Spyware has come under target of the Federal Trade Commission with a new complaint filed in federal court which is requesting that two Internet based advertising and software firms be closed. The FTC filing was made last week with a press conference to be scheduled for ...	1	Sci/Tech
70537	Report: IBM To Spin Off PC Unit (NewsFactor) NewsFactor - IBM (NYSE: IBM) is selling its PC business  marking the end of an era for the\personal computing pioneer  according to a story published today in the	1	Sci/Tech
8231	"Founder's Son Resigns from Robert Mondavi  NEW YORK (Reuters) - Winemaker Robert Mondavi Corp.  &lt;A HREF=""""http://www.investor.reuters.com/FullQuote.aspx?ticker=MOND.O target=/stocks/quickinfo/fullquote""""&gt;MOND.O&lt;/A&gt;  in the process of recapitalizing by eliminating the  controlling voting rights of the Mondavi family  said on  Tuesday that Michael Mondavi had resigned as an officer and  vice chairman."	0	Business
76427	India  Pakistan gas connection New Delhi and Islamabad met Monday on a variety of issues including a proposed pipeline to transfer gas from Iran to India through Pakistan.	0	Business
99946	Hewitt advances to US Open quarterfinals Former champion Lleyton Hewitt reached his third consecutive Grand Slam quarterfinal Tuesday  defeating Karol Beck 6-4  6-2  6-2  at the US Open for his 14th consecutive match victory.	2	Sports
88690	Lucent partners with Riverstone Lucent Technologies said Thursday that it will partner with Ethernet equipment maker Riverstone Networks to round out its product lineup.	1	Sci/Tech
18962	Ebookers admits possible sell-off Internet-based holiday company Ebookers confirms it is in talks over a possible sale  sending its shares 22 higher.	0	Business
102863	Merck moves to retain key staff Merck  amp; Co. has adopted a severance plan that offers some executives one-time payments of up to triple their salary plus other perks if the troubled pharmaceutical giant is acquired and they lose their jobs.	0	Business
5961	Lawmakers Introduce Sept. 11 Legislation (AP) AP - Sept. 11 commission members thought it would be too difficult to break up the CIA and rearrange the Pentagon's spy agencies under a single national intelligence director  as is being proposed in the Senate  the commission's vice chairman says.	3	World
8103	Deutsche Bank Paying \$87.5M Settlement Deutsche Bank Securities has agreed to pay \$87.5 million to settle allegations that it issued stock research that was biased by its investment-banking business  regulators announced Thursday  as part of a crackdown on conflicts of interest on Wall Street.	0	Business
17466	Australia #39;s Commonwealth Bank says earnings set to increase SYDNEY: The Commonwealth Bank of Australia said it expects increased earnings in the current financial year even though home lending had eased and margins are being squeezed in an increasingly competitive financial sector.	0	Business
66722	A 'Plan B' for PeopleSoft customers With an Oracle buyout looking likely  software-maintenance start-up TomorrowNow's phone is ringing off the hook.	1	Sci/Tech
92595	Ferrero Upset by Ferrer at Lyon Open (AP) AP - Third-seeded Juan Carlos Ferrero was upset by David Ferrer 3-6  7-5  6-3 Thursday in the second round of the Lyon Open.	2	Sports
13562	Taiwanese president tries to restart peace talks The president of Taiwan  Chen Shui-bian  attempted to restart peace talks with Beijing yesterday  calling for an arms control agreement and a new code of conduct to dispel the  quot;dark forces quot; threatening cross-strait relations.	3	World
82223	Bomb at Pakistan Shiite Mosque Kills Four ISLAMABAD  Pakistan Oct. 10  2004 - A bomb exploded Sunday at a Shiite mosque in the eastern city of Lahore  killing at least four people and injuring others  officials said.	3	World
79589	Lions roaring: Rookie Williams gives Detroit big lift Despite their 28-16 victory over the Houston Texans yesterday before 61 465 at Ford Field  that remains to be seen. But one thing looks evident early on - rookie wideout Roy Williams  the Lions #39; top draft 	2	Sports
86025	Dell Considers AMD For Server Lines  quot;Chief Executive Kevin Rollins said the company was considering using Advanced Micro Devices chips for some future server products  but stressed that Dell had no formal plans as yet to embrace AMD.	1	Sci/Tech
85762	BUSH SEEKS FUNDS FOR COLOMBIA US President George W. Bush has vowed to seek more funding for a sweeping plan to battle cocaine production and defeat heavily armed rebels in Colombia.	3	World
98309	Plight of India's tribal peoples India's drive to adopt a western economic model is threatening those who make their living from the jungle.	1	Sci/Tech
12636	USA women #39;s basketball team pulls away to beat Spain Athens  Greece (Sports Network) - The US women #39;s basketball team continued its impressive play at the Olympics  pulling away from previously-unbeaten Spain for a 71-58 victory on Friday. 	2	Sports
39230	News: Climate Change Could Doom Alaska's Tundra In the next 100 years  Alaska will experience a massive loss of its historic tundra  as global warming allows these vast regions of cold  dry  lands to support forests and other vegetation that will dramatically alter native ecosystems. (Oregon State University press release)	1	Sci/Tech
28046	Toyota Prius Voted European Car of Year  TOKYO (Reuters) - Toyota Motor Corp.'s Prius hybrid has  been voted 2005 European Car of the Year  Japan's top auto  maker said Monday  after the fuel-sipping sedan picked up the  corresponding title in North America in January.	0	Business
106013	Intel Acquires Chip Designers From HP Intel Corp. has reached an agreement to hire hundreds of Hewlett-Packard Co. engineers who helped design the Itanium microprocessor  a massive joint project between the two technology companies since the early 1990s.	1	Sci/Tech
55238	Image is everything (USATODAY.com) USATODAY.com - Box sets have always been a sound investment. Now visuals are plumping up the volume. Already a common component of standard CD releases  the bonus DVD is gradually making its way into pop music's grand artifact  the elaborately packaged  multi-CD career retrospective.	1	Sci/Tech
41712	FOOTBALL: WENGER #39;S PAT ON THE BACK ARSENE WENGER fears title rivals Chelsea will break the bank to sign Steven Gerrard during the January transfer window but said he is still not as good as Patrick Vieira.	2	Sports
68146	Microsoft Says SP2 Problems Can Be Remedied  quot;Everyone I #39;ve talked to about SP2 says   #39;Don #39;t do it  #39; quot; said Phil Beal  an atypically conscientious computer user who said he downloads Microsoft #39;s minor fixes every Friday night.	1	Sci/Tech
52161	Discontent in China boils into public protest When the local government announced it was going to confiscate their homes and businesses to make room for a new development  residents of this village in southeastern China fought back.	3	World
81377	Aiming to call his own shots It won't be long before speculation of Charlie Weis's future employment will begin trickling out. He is a fascinating figure -- an offensive coordinator who has worked for Bill Parcells and Bill Belichick  the guy who took Tom Brady to two Super Bowls in three years. Weis had stomach surgery and nearly lost his life in the summer ...	2	Sports
38605	Youngsters keep up with Joneses A month ago  the US national team was on the verge of a shocking defeat in Panama City. Now  as the US prepares for a rematch with Panama at RFK Stadium tomorrow night  the team has nearly clinched a berth in the final round of World Cup qualifying.	2	Sports
63942	I was kept in the dark: Anil Letter to Mukesh says dilution of powers is not legal; Anil hints at ulterior motive. Anil Ambani has written to his brother Mukesh  saying his powers as vice-chairman and managing director of Reliance Industries 	0	Business
326	Windows upgrade helps hold down the fort Are you nervous about viruses  worms  spyware and other threats to your computer? Wish you had the power to appoint an intelligence czar to safeguard your PC?	1	Sci/Tech
39400	SCH still expects to close Abbey takeover by year end (AFP) AFP - The Spanish bank Santander Central Hispano said it still expects to complete its acquisition of British home-loan specialist Abbey National by the end of this year.	0	Business
113010	Good times make Howard favourite This morning  as Australians prepare to vote in their federal election  John Winston Howard looks increasingly likely to win a fourth term as Prime Minister  eclipsing Labor #39;s Bob Hawke to become 	3	World
45051	Dollar Gains  Oil Prices Slide  SINGAPORE (Reuters) - The dollar staged a broad-based rally  Monday and oil prices slid  boosting shares in some Asian power  and exporter companies  but many investors struggled for  direction on the first trading day of 2005.	0	Business
69436	"Stocks to Watch on Thursday  Dec. 9  XILINX INC. &lt;A HREF=""""http://www.investor.reuters.com/FullQuote.aspx?ticker=XLNX.O target=/stocks/quickinfo/fullquote""""&gt;XLNX.O&lt;/A&gt;:"	0	Business
67339	Gazprom to Bid for YUKOS Key Oil Unit  MOSCOW (Reuters) - Russia's Gazprom said on Tuesday it will  bid for embattled oil firm YUKOS' main unit next month  as the  Kremlin seeks to turn the world's biggest gas producer into a  major oil player.	0	Business
84076	Samsung sees chip sales slowing Growth in chip sales is set to halve next year due to a glut in the market  Korean chipmaker Samsung has warned. The firm said memory chips were in for a slowdown  with prices for flash memory set to fall as much as 40 in the three months to September.	0	Business
90119	World powers and neighbours back Iraqi elections SHARM EL SHEIKH: The worlds main powers and the Middle East countries put on a rare show of unity on Tuesday to support January elections in Iraq that UN chief Kofi Annan termed critical to quell rampant violence.	3	World
80767	John Player to lay off 90 workers The tobacco firm John Player  amp; Sons has announced plans to lay off 90 workers at its cigarette factory in Dublin. The company said it was planning a phased closure of the factory between now and February as part of a review of its global operations.	0	Business
5054	Prince Charles leaves Turkey after touring historic sites (AFP) AFP - Prince Charles left Turkey after touring religious and historic sites in this ancient southeastern city on the last leg of a two-day  three-stop visit.	3	World
64006	"New iPod ads feature U2 (MacCentral) MacCentral - Apple has stepped up its marketing campaign for the dimunitive iPod MP3 player by featuring lendendary rockers U2 in the latest """"silhouette"""" ad. Apple's popular silhouette ads usually feature music from up-and-coming bands like Jet playing as a someone dances on a multi-colored background."	1	Sci/Tech
87781	Saints Acquire Veteran Cornerback McKenzie (Reuters) Reuters - The New Orleans Saints\Monday acquired cornerback Mike McKenzie and a future\conditional draft choice from Green Bay. In exchange  the\Packers received a second-round pick in 2005 and quarterback\J.T. O'Sullivan.	2	Sports
45760	Iraqi Rebels Bomb Baghdad Ministry  Hit Oil Sector Rebels bracing for a US-led assault on their Falluja and Ramadi strongholds showed their muscle Tuesday with a bloody car bombing in Baghdad  strikes on oil pipelines and several attacks on Iraqi security forces.	3	World
22180	Chiefs' Warfield Arrested An NFL player's repeated drunken driving arrests have helped expose a loophole in a national registry that allows some offenders to remain behind the wheel even after a state suspends their licenses.	2	Sports
32940	Google offers a suggestion Google has launched a new feature that tries to guess what users are looking for as they type queries into its search box. Google Suggest was quietly launched this week in the company #39;s Labs site  which showcases 	1	Sci/Tech
66545	Radcliffe Wins Closest NYC Marathon Radcliffe Makes Up for Olympic Heartbreak With Close NYC Marathon Win; S. African Wins Men #39;s Race. Great Britain #39;s Paula Radcliffe  left  and Kenya #39;s Susan Chepkemei  embrace after crossing the finish line at the New York City Marathon Sunday.	2	Sports
17832	Low-Level Cease-Fire Talks Begin in Gaza (AP) AP - Israeli and Palestinian security officials have begun indirect contacts aimed at ending a major Israeli offensive in northern Gaza  an Israeli military official said Tuesday  but the claim was denied by the Palestinians.	3	World
14484	Kazaa #39;s Skype offers free calls THE latest version of the controversial Kazaa peer-to-peer file swapping platform has appeared with an integrated Skype voice over IP internet phone application  promising free calls between its users.	1	Sci/Tech
118453	Governing Body Stands by Hamm All of us in the USA Gymnastics family were surprised and saddened to read the comments Paul Hamm made in an article by Juliet Macur   quot;Hamm Set to Put Ordeal in the Past quot; (Aug. 25)  concerning the support 	2	Sports
31999	Symantec backpedals over mislabelled Trojan Symantec has revoked its decision to blacklist a program that allows Web surfers in China to browse government-blocked Web sites. The move follows reports that the firm labelled the Freegate program  which 	1	Sci/Tech
30694	TCS shares close at 16 premium on debut Mr Ratan Tata  Chairman  Tata Consultancy Services Ltd  and Mr S. Ramadorai  Managing Director  look at the TCS shares being listed on the National Stock Exchange in Mumbai on Wednesday.	0	Business
82249	Washington Nationals  that #39;s the name City and team officials announced at a Monday press conference at the Main Hall in Union Station that Washington  DC #39;s baseball team would be named the Nationals.	2	Sports
8275	Indian Muslim community growing India's Muslim community is growing much faster than other groups  new census figures suggest.	3	World
33837	Irish will seek to break 6-bowl skid in Phoenix Notre Dame accepted an invitation Sunday to play in the Insight Bowl in Phoenix against a Pac-10 team on Dec. 28. The Irish (6-5) accepted the bid a day after losing to Southern California 	2	Sports
45376	Free Yahoo X1 desktop search p2pnet.net News:- Yahoo says it #39;ll enter the desktop search stakes in the New Year  joining Google  Ask Jeeves  Microsoft #39;s MSN and AOL.	1	Sci/Tech
12587	Invesco to Pay \$450 Million to End Inquiry of Fund Trades The Invesco Funds Group and an affiliate  AIM Advisors  agreed on Tuesday to a \$450 million settlement with regulators  who accused the companies of improperly allowing 	0	Business
92320	It's a group dynamic KANSAS CITY  Mo. -- A group of six Patriots has played together since 1996  no small feat in the era of NFL free agency and constant personnel change.	2	Sports
53593	Round Two: US  EU Subsidy Battle Heats Up WASHINGTON  DC / BRUSSELS  Belgium - 10/09/04 - The bell has rung on Round Two in the fight between the US and the European Union on the issue of commercial aircraft production subsidies.	0	Business
28691	Hackers Target Microsoft's JPEG Flaw (AP) AP - In a harbinger of security threats to come  hackers have exploited a newly announced flaw in Microsoft Corp. programs and begun circulating malicious code hidden in images that use the popular JPEG format.	1	Sci/Tech
70527	Update 6: Crude Oil Prices Fall Below \$43 a Barrel Crude oil futures prices fell below \$43 a barrel Friday  extending two days of sharp sell-offs as worries about low winter fuel inventories dissipate amid rising supplies.	0	Business
80867	Seeds of Peace Plant a tree  win the Nobel Peace Prize? The world #39;s highest honor  bestowed last week on a Kenyan feminist dynamo most famous for her grass-roots effort to plant some 30 million trees in Africa  has run smack 	3	World
68199	Bengals Struggling to Stop Opposing Backs (AP) AP - Jamal Lewis  180 yards. Marshall Faulk  121. Lee Suggs  186. Curtis Martin  196. Lewis again  this time for 186.	2	Sports
47858	Japanese Schools Tracking Students by Radio TOKYO (AP) -- Cutting class just got harder but schools are safer thanks to computer chips that help track students  Japanese officials say.    Some schools here this month began trial runs in which students carry chips that have tiny antennae and can be traced by radio  with some of the kids attaching the tags to their backpacks...	1	Sci/Tech
66316	The Toy War Begins Erika  the latest offering from the Barbie franchise  wears a blue peasant dress and flowered headband. She carries a small plastic cat  plus a set of Barbie essentials: a comb  brush  mirror and perfume bottle.	0	Business
65094	Ferrero leads Spanish slump in Madrid Holder Juan Carlos Ferrero has suffered a 6-3  6-1 setback against a Peruvian with a bad ankle  crashing out listlessly in his opening match at the Madrid Masters.	2	Sports
86671	Pakistan Cricket mania fails to grip Lahorities LAHORE: Unlike the Pakistan-India historic cricket series  there is less public interest in the two back to back matches of the tri-national cricket series between Pakistan and Sri Lanka being played at Gadaffi stadium on Thursday and Saturday.	2	Sports
103307	Pakistan swears in 27 more ministers for new cabinet ISLAMABAD (AFP) -- Pakistani President Pervez Musharraf on Saturday swore in another 27 ministers  three days after inducting a 32-member cabinet headed by newly elected Prime Minister Shaukat Aziz  officials said.	3	World
109021	Japan cleans up as deadliest typhoon in decade kills at least 54 (AFP) AFP - Japan teams are searching for survivors after the country's deadliest typhoon in more than a decade killed at least 54 people as it crushed houses  overturned trains and left passengers stranded on flooded highways.	3	World
77531	Florida Marlins Team Report - September 14 (Sports Network) - The Florida Marlins continue their pursuit of the National League wild card spot  as they continue a five-game series against the Montreal Expos.	2	Sports
178	Your view: Should baby Charlotte be allowed to die? A High Court judge has ruled that doctors can allow to let a seriously ill baby to die if she stops breathing again. The parents of 11-month-old Charlotte Wyatt  who was born three months premature  asked 	3	World
115969	TI OKs \$1 Billion Stock Buyback Texas Instruments Inc. authorized a \$1 billion stock repurchase and increased its quarterly dividend to 2.5 cents from 2.125 cents.	0	Business
10944	Ouch! Yankees hit new low INDIANS 22  YANKEES 0---At New York  Omar Vizquel went 6-for-7 to tie the American League record for hits as Cleveland handed the Yankees the largest loss in their history last night.	2	Sports
35040	Hedge Fund Is Censured and Ordered to Pay Taxes A federal judge ruled Friday against Long-Term Capital Management  finding that the fund acted in bad faith when it took \$106 million in tax deductions.	0	Business
100092	Union threatens Zimbabwe blockade after deportation South Africa #39;s main labour federation is threatening to blockade a border crossing with Zimbabwe after President Robert Mugabe #39;s Government deported a union fact-finding team accused of aiding his enemies.	3	World
35390	Delegates gather for Darfur peace talks ABUJA (AFP) - Sudanese rebels and government envoys began arriving here on Thursday to restart talks to end the conflict in their country #39;s western province of Darfur  as the African Union confirmed it will multiply its truce-monitoring force in the 	3	World
81112	DirecTV Reorganizes Latin American Satellite Business (Update4) Rupert Murdoch #39;s DirecTV Group Inc. will pay \$579 million to consolidate its Latin American operations with other Murdoch-controlled satellite-television businesses in Brazil  Mexico  Colombia and Chile.	0	Business
40399	Henry helps Arsenal put faulty run behind them To paraphrase Basil Fawlty in the memorable sketch about Germans  Arsne Wenger did it once and got away with it. The Arsenal manager dropped Jens Lehmann for the 	2	Sports
96481	Great White Shark Gets Satellite Tracker (AP) AP - Researchers put a satellite tracking device on a 15-foot shark that appeared to be lost in shallow water off Cape Cod  the first time a great white has been tagged that way in the Atlantic.	1	Sci/Tech
4599	Sharapova steamrolls into Seoul semis Seoul  Korea (Sports Network) - Wimbledon champion Maria Sharapova was an easy quarterfinal winner Friday at the \$140 000 Korea Open Tennis Championships.	2	Sports
4613	Schalke  Stuttgart Aim to Topple Wolfsburg With the Bundesliga tightening at the top of the table  a resurgent Schalke 04 will take on a flagging VfB Stuttgart on Saturday. VfL Wolfsburg will try to fend off both teams as the league leader hosts Mainz 05.	2	Sports
58133	Clippers Defeat Warriors  103-91 (AP) AP - Elton Brand scored six of his 25 points in the final four minutes and finished with 13 rebounds  leading the Los Angeles Clippers to a 103-91 victory over the Golden State Warriors on Sunday.	2	Sports
